id,listing_url,scrape_id,last_scraped,name,summary,space,description,experiences_offered,neighborhood_overview,notes,transit,access,interaction,house_rules,thumbnail_url,medium_url,picture_url,xl_picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
14472678,https://www.airbnb.com/rooms/14472678,20160906204935,2016-09-07,Cool 5BR in Cambridge,"3 reasons why you should stay at this Flatbook 1. This gorgeous apartment is filled with great design features including hardwood floors, comfortable seating, and modern amenities in your fully-equipped kitchen! 2. There are three full bathrooms so your big group will be comfortable during your stay! 3. There's air conditioning in the apartment to help you beat the heat during the Boston summer!","3 reasons why you should stay at this Flatbook 1. This gorgeous apartment is filled with great design features including hardwood floors, comfortable seating, and modern amenities in your fully-equipped kitchen! 2. There are three full bathrooms so your big group will be comfortable during your stay! 3. There's air conditioning in the apartment to help you beat the heat during the Boston summer! When you walk through the front door of this Flatbook, you’ll find a clean place, ready to welcome you: from the fluffy towels to the welcome book filled with local knowledge. If you need anything during your stay, just contact our 24-hour guest experience team. We’re always happy to help! In this Flatbook you’ll find: • High-speed WiFi • Welcome book with local recommendations • Fresh linens and towels • Complimentary toiletries • Fully equipped kitchen • Basics like coffee, tea, sugar and cooking oil • Television with cable and an HDMI cord","3 reasons why you should stay at this Flatbook 1. This gorgeous apartment is filled with great design features including hardwood floors, comfortable seating, and modern amenities in your fully-equipped kitchen! 2. There are three full bathrooms so your big group will be comfortable during your stay! 3. There's air conditioning in the apartment to help you beat the heat during the Boston summer! 3 reasons why you should stay at this Flatbook 1. This gorgeous apartment is filled with great design features including hardwood floors, comfortable seating, and modern amenities in your fully-equipped kitchen! 2. There are three full bathrooms so your big group will be comfortable during your stay! 3. There's air conditioning in the apartment to help you beat the heat during the Boston summer! When you walk through the front door of this Flatbook, you’ll find a clean place, ready to welcome you: from the fluffy towels to the welcome book filled with local knowledge. If you need anything durin",none,"Cambridge has a distinct vibe all its own; both richly historical and decidedly modern, this student town is alive with culture. Spend a day thrifting at vintage clothing stores, catch a show at the American Repertory Theatre, or grab a bite and a brew at nearby Russell House Tavern. Then, take a walk around the nearby Harvard campus that's helped put the neighborhood on the map.  Cambridge is situated North of Boston Proper, across the beautiful Charles River. It is home to both the Harvard and MIT campuses, and many other colleges and universities. Cambridge's districts are divided by major intersections, known as squares. You can stroll along Kendall Square, Central Square, Harvard Square, and a few others. As one can imagine, Cambridge is mainly inhabited by students and young professionals.",NA,"While Cambridge is great to travel by foot alone, you're a mere four minute walk from the Harvard T station where you can catch the Red line into downtown Boston, or connect for routes into neighboring Brookline.",NA,"Need more towels? A restaurant recommendation? Our guest experience team is just a phone call or email away, 24 hours a day. Otherwise, you’ve got the place all to yourself.","House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",https://a2.muscache.com/im/pictures/99640f7b-011d-4973-ae9c-8b54c75d5ea9.jpg?aki_policy=small,https://a2.muscache.com/im/pictures/99640f7b-011d-4973-ae9c-8b54c75d5ea9.jpg?aki_policy=medium,https://a2.muscache.com/im/pictures/99640f7b-011d-4973-ae9c-8b54c75d5ea9.jpg?aki_policy=large,https://a2.muscache.com/im/pictures/99640f7b-011d-4973-ae9c-8b54c75d5ea9.jpg?aki_policy=x_large,12243051,https://www.airbnb.com/users/show/12243051,Flatbook,2014-02-14,"Montreal, Quebec, Canada","We think a great trip starts with a 5-star host. That’s why every Flatbook is cleaned by professionals and comes with 24/7 guest support and a welcome book filled with local knowledge. Discover a new way to travel with Flatbook. 

Interested in renting your place? Flatbook offers full service management for your short term rental. We take care of everything from pricing and booking to 24/7 guest support and professional cleaning, so you can earn revenue without all the work.",within a few hours,71%,98%,FALSE,https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_x_medium,Gay Village,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",TRUE,TRUE,"Story Street, Cambridge, MA 02138, United States",Harvard Square,Allston,NA,Cambridge,MA,02138,Boston,"Cambridge, MA",US,United States,42.373724317711684,-71.12188782813831,TRUE,Apartment,Entire home/apt,10,3,5,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",NA,$259.00,NA,NA,$400.00,$95.00,1,$0.00,3,1125,today,NA,0,0,0,0,2016-09-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,strict,FALSE,FALSE,58,NA
14744740,https://www.airbnb.com/rooms/14744740,20160906204935,2016-09-07,NEW - Sunny 5BR in Cambridge,"This sunny Cambridge apartment boasts expansive living spaces, lovely skylights, and classic features. Located near Harvard Yard and the Charles River.","When you walk through the front door of this Flatbook, you’ll find a clean place, ready to welcome you: from the fluffy towels to the welcome book filled with local knowledge. If you need anything during your stay, just contact our 24-hour guest experience team. We’re always happy to help! In this Flatbook you’ll find: • High-speed WiFi • Welcome book with local recommendations • Fresh linens and towels • Complimentary toiletries • Fully equipped kitchen • Basics like coffee, tea, sugar and cooking oil • Television with cable and an HDMI cord","This sunny Cambridge apartment boasts expansive living spaces, lovely skylights, and classic features. Located near Harvard Yard and the Charles River. When you walk through the front door of this Flatbook, you’ll find a clean place, ready to welcome you: from the fluffy towels to the welcome book filled with local knowledge. If you need anything during your stay, just contact our 24-hour guest experience team. We’re always happy to help! In this Flatbook you’ll find: • High-speed WiFi • Welcome book with local recommendations • Fresh linens and towels • Complimentary toiletries • Fully equipped kitchen • Basics like coffee, tea, sugar and cooking oil • Television with cable and an HDMI cord Need more towels? A restaurant recommendation? Our guest experience team is just a phone call or email away, 24 hours a day. Otherwise, you’ve got the place all to yourself. Cambridge has a distinct vibe all its own; both richly historical and decidedly modern, this student town is alive with cultu",none,"Cambridge has a distinct vibe all its own; both richly historical and decidedly modern, this student town is alive with culture. Spend a day thrifting at vintage clothing stores, catch a show at the American Repertory Theatre, or grab a bite and a brew at nearby Russell House Tavern. Then, take a walk around the nearby Harvard campus that's helped put the neighborhood on the map.  Cambridge is situated North of Boston Proper, across the beautiful Charles River. It is home to both the Harvard and MIT campuses, and many other colleges and universities. Cambridge's districts are divided by major intersections, known as squares. You can stroll along Kendall Square, Central Square, Harvard Square, and a few others. As one can imagine, Cambridge is mainly inhabited by students and young professionals.",NA,"While Cambridge is great to travel by foot alone, you're a mere four minute walk from the Harvard T station where you can catch the Red line into downtown Boston, or connect for routes into neighboring Brookline.",NA,"Need more towels? A restaurant recommendation? Our guest experience team is just a phone call or email away, 24 hours a day. Otherwise, you’ve got the place all to yourself.","House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",https://a2.muscache.com/im/pictures/de97957e-1417-4443-ab18-8cad62c32455.jpg?aki_policy=small,https://a2.muscache.com/im/pictures/de97957e-1417-4443-ab18-8cad62c32455.jpg?aki_policy=medium,https://a2.muscache.com/im/pictures/de97957e-1417-4443-ab18-8cad62c32455.jpg?aki_policy=large,https://a2.muscache.com/im/pictures/de97957e-1417-4443-ab18-8cad62c32455.jpg?aki_policy=x_large,12243051,https://www.airbnb.com/users/show/12243051,Flatbook,2014-02-14,"Montreal, Quebec, Canada","We think a great trip starts with a 5-star host. That’s why every Flatbook is cleaned by professionals and comes with 24/7 guest support and a welcome book filled with local knowledge. Discover a new way to travel with Flatbook. 

Interested in renting your place? Flatbook offers full service management for your short term rental. We take care of everything from pricing and booking to 24/7 guest support and professional cleaning, so you can earn revenue without all the work.",within a few hours,71%,98%,FALSE,https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_x_medium,Gay Village,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",TRUE,TRUE,"Story Street, Cambridge, MA 02138, United States",Harvard Square,Allston,NA,Cambridge,MA,02138,Boston,"Cambridge, MA",US,United States,42.373755762249615,-71.12211638116534,TRUE,Apartment,Entire home/apt,9,2,5,5,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",NA,$459.00,NA,NA,$400.00,$95.00,1,$0.00,3,1125,today,NA,14,31,58,86,2016-09-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,strict,FALSE,FALSE,58,NA
